NFCSID,CENSUSREG,CENSUSDIV,A3,A3Ar_w,A4A_new_w,A5_2015,A8,A7,J41_2,C1_2012,C4_2012,EA_1,A11,A9,J4,J20,J43,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G25_1,G25_4,A6,A41,J1,J3,B2
2018017515,3,7,2,3,2,7,6,2,5,1,2,1,3,4,1,4,4,1,0,0,0,0,0,0,0,1,1,1,2,1,1,1
2018017516,1,1,2,1,1,6,2,3,4,2,2,2,6,2,2,1,3,1,1,0,0,0,0,0,0,1,1,2,5,5,1,1
2018017517,3,5,1,4,2,7,6,1,3,1,1,1,3,2,3,1,3,1,0,1,0,0,0,0,0,1,1,4,6,7,3,1
2018017518,4,8,2,5,1,5,1,1,4,2,2,2,6,6,1,4,2,0,0,0,0,0,1,0,0,1,2,2,6,1,3,2
2018017519,3,5,2,2,1,7,7,2,4,1,2,2,2,4,2,1,3,1,1,0,0,0,0,0,0,1,1,1,6,1,3,1
2018017520,3,6,2,5,2,7,8,2,1,1,1,1,6,3,3,1,3,0,0,0,0,0,1,0,0,1,1,1,6,8,3,1
2018017521,1,2,1,6,1,4,2,1,3,1,2,2,6,8,2,2,2,0,0,0,0,0,1,0,0,1,1,2,5,3,2,1
2018017522,1,2,2,4,1,7,8,2,2,1,2,1,5,2,2,1,3,0,0,1,0,0,0,0,0,1,1,1,6,7,1,1
2018017523,3,7,2,4,1,2,6,2,1,1,2,1,6,4,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,8,3,1
2018017524,1,1,2,5,1,2,5,2,3,2,2,2,5,4,2,2,3,0,0,0,0,0,1,0,0,1,4,1,2,10,3,2
2018017525,1,2,2,6,2,4,2,1,5,2,2,2,6,1,1,4,1,0,0,0,0,0,1,0,0,1,4,5,3,1,2,2
2018017526,1,2,1,5,1,5,1,1,3,2,2,2,6,1,3,1,3,1,0,0,0,0,0,0,0,1,1,2,3,7,1,1
2018017527,2,3,1,5,1,7,5,2,3,1,1,1,1,2,2,1,4,0,0,1,0,0,0,0,0,1,1,1,2,8,1,1
2018017528,1,2,2,3,2,6,8,2,1,1,2,1,1,2,3,1,2,1,0,1,0,0,0,0,0,1,1,1,5,7,98,1
2018017529,3,5,1,5,1,7,6,2,4,1,2,2,5,2,3,2,3,0,0,1,0,0,0,0,0,1,1,1,6,5,3,1
2018017530,3,7,2,3,2,6,1,2,1,2,2,1,5,6,1,4,3,1,0,0,0,0,0,0,0,1,1,4,1,1,2,2
2018017531,1,2,2,1,2,6,7,1,1,1,2,2,6,2,3,2,3,1,0,0,0,0,0,0,0,1,1,2,5,8,1,1
2018017532,4,8,2,2,1,5,5,2,4,1,98,1,4,4,2,4,2,0,0,0,0,0,1,0,0,1,5,1,5,4,98,2
2018017533,2,4,2,4,1,7,7,2,3,1,1,1,6,8,2,2,3,0,1,0,0,0,0,0,0,1,1,1,3,6,2,2
2018017534,3,6,1,5,1,4,5,2,2,1,2,1,5,2,3,2,3,0,0,0,0,0,1,0,0,1,1,1,3,6,1,1
2018017535,3,6,1,6,1,5,3,1,3,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,4,8,3,1
2018017536,3,5,2,5,2,5,4,2,1,2,2,2,6,7,3,1,4,0,0,0,0,0,0,0,1,1,1,1,1,7,3,1
2018017537,1,2,2,6,2,6,6,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,2,6,10,1,1
2018017538,3,5,1,5,1,4,6,2,1,2,1,1,5,2,3,2,2,0,0,0,0,0,1,0,0,1,1,1,3,10,3,1
2018017539,3,7,1,4,2,6,3,2,3,1,2,1,1,2,3,2,3,0,0,0,0,0,1,0,0,98,98,1,5,8,1,1
2018017540,4,8,2,3,1,4,2,2,5,2,2,2,5,3,2,3,2,1,0,0,0,0,0,0,0,1,1,1,3,2,3,2
2018017541,2,3,2,6,1,5,5,2,2,1,2,1,5,4,3,2,4,0,0,0,0,0,1,0,0,1,1,1,5,8,1,1
2018017542,1,1,2,4,1,5,3,1,4,1,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,1,1,4,2,2,1,1
2018017543,1,2,1,4,1,6,8,2,1,1,1,1,2,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,8,1,1
2018017544,3,5,1,3,2,5,3,2,5,1,1,1,2,3,2,1,4,1,0,0,0,0,0,0,0,1,1,1,4,3,1,1
2018017545,4,9,2,2,2,6,5,4,4,1,98,2,2,2,2,3,3,0,0,1,0,0,0,0,0,2,98,5,98,7,3,1
2018017546,3,5,2,6,1,1,4,2,2,2,98,2,1,8,3,1,4,0,0,0,0,0,1,0,0,1,1,5,2,10,1,2
2018017547,1,2,1,4,1,4,6,2,2,1,1,1,1,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,1,7,1,1
2018017548,3,5,2,4,1,4,4,2,5,1,2,1,2,2,2,3,3,0,0,0,0,0,1,0,0,1,1,1,2,5,3,1
2018017549,1,2,2,2,1,6,5,2,2,1,2,2,6,2,2,2,3,1,1,0,0,0,0,0,0,1,1,2,5,3,1,1
2018017550,2,3,2,4,1,6,7,2,5,1,2,1,1,2,2,3,2,0,0,0,0,0,1,0,0,1,1,1,5,3,1,1
2018017551,4,8,1,5,1,4,2,1,5,2,2,2,6,7,1,3,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,2
2018017552,2,4,2,4,1,3,1,2,5,2,2,1,6,6,2,4,1,0,0,0,0,0,1,0,0,1,1,1,2,5,3,2
2018017553,4,8,2,6,1,4,2,1,2,2,2,1,5,8,3,1,98,0,0,0,0,0,1,0,0,1,1,5,3,8,1,1
2018017554,2,3,2,4,1,7,8,2,3,2,2,1,2,1,2,2,3,0,0,0,0,0,1,0,0,1,1,1,6,6,1,2
2018017555,1,2,2,4,1,6,5,2,5,1,2,1,1,2,2,2,3,1,0,1,0,0,0,0,0,1,1,1,6,1,2,1
2018017556,2,3,2,4,1,5,6,2,4,1,2,1,4,2,2,4,1,0,1,0,0,0,0,0,0,1,3,1,3,4,3,1
2018017557,3,6,1,4,1,7,5,1,4,1,2,2,1,2,2,2,3,1,0,0,0,0,0,0,0,1,1,4,6,5,2,1
2018017558,4,8,2,1,1,2,3,3,98,98,98,2,6,5,2,98,3,0,0,0,0,0,1,0,0,1,3,1,98,98,98,1
2018017559,2,3,2,2,2,2,5,2,2,1,1,1,3,2,3,1,4,0,0,0,0,0,1,0,0,1,3,1,3,8,1,1
2018017560,2,3,1,4,1,6,4,2,4,2,2,2,1,2,2,2,3,1,0,0,0,0,0,0,0,1,1,2,5,4,3,2
2018017561,1,1,2,2,2,7,7,2,1,1,98,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,7,98,1
2018017562,4,9,2,3,1,2,4,2,3,2,2,2,1,4,2,3,2,0,0,0,0,0,1,0,0,1,1,1,2,2,3,2
2018017563,3,5,1,3,1,6,2,2,4,2,1,1,6,1,2,1,2,0,0,0,0,0,1,0,0,1,1,1,6,4,3,1
2018017564,2,3,2,3,1,4,3,2,3,1,2,1,4,3,2,4,2,0,0,0,0,0,1,0,0,1,1,1,3,3,1,2
2018017565,2,3,2,5,1,4,2,1,3,2,2,2,2,3,2,1,2,0,0,0,0,0,1,0,0,1,1,2,3,6,3,1
2018017566,4,8,1,5,2,6,2,2,3,2,2,1,6,3,2,4,3,0,0,0,0,0,1,0,0,1,1,1,5,4,2,2
2018017567,4,9,2,4,2,4,7,2,2,1,2,1,2,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,3,8,1,1
2018017568,2,3,2,5,1,6,4,4,3,1,1,1,6,3,3,2,2,0,0,0,0,0,1,0,0,1,1,2,5,4,1,1
2018017569,1,2,2,3,1,6,5,2,5,1,2,1,6,2,2,2,3,1,1,0,0,0,0,0,0,1,1,1,4,2,3,1
2018017570,4,8,2,2,1,6,6,2,5,1,2,1,2,2,1,4,1,1,0,0,0,0,0,0,0,1,1,1,5,1,3,1
2018017571,1,2,2,3,1,2,5,2,3,1,1,1,6,2,2,3,4,0,0,0,0,0,1,0,0,1,1,2,2,8,1,1
2018017572,2,3,1,3,2,7,6,2,1,1,1,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,6,9,1,1
2018017573,2,3,1,6,1,5,6,2,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,8,1,1
2018017574,2,4,2,3,1,4,6,2,3,1,2,1,2,4,3,2,3,0,0,0,0,0,1,0,0,1,1,1,2,3,1,1
2018017575,4,9,2,5,1,5,3,4,5,2,2,2,2,6,1,4,1,0,0,0,0,0,1,0,0,1,1,5,4,1,1,1
2018017576,3,5,1,5,2,6,4,2,3,2,2,2,2,6,2,2,3,0,0,0,0,0,1,0,0,3,3,1,5,2,2,1
2018017577,2,3,2,3,2,5,2,2,4,2,2,1,2,3,2,4,3,1,0,0,0,0,0,0,0,1,1,2,2,4,2,1
2018017578,3,5,1,3,1,6,6,2,2,1,1,1,3,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,7,3,1
2018017579,1,2,2,4,1,5,6,2,4,98,2,1,1,1,2,4,1,0,0,0,0,0,1,0,0,1,1,1,4,1,2,2
2018017580,3,5,1,5,1,5,2,1,3,2,2,2,5,2,2,3,3,0,0,0,0,0,1,0,0,1,1,3,5,5,3,2
2018017581,4,8,2,5,1,6,3,1,4,1,1,2,6,2,3,1,3,1,0,0,0,0,0,0,0,1,1,2,5,2,1,1
2018017582,2,3,1,5,1,6,5,2,4,1,1,1,6,2,2,2,2,0,0,0,0,0,1,0,0,1,1,1,5,3,1,1
2018017583,3,5,1,5,1,7,8,2,5,1,1,1,5,2,2,1,3,0,0,1,0,0,0,0,0,1,1,1,6,4,3,1
2018017584,3,7,2,4,1,2,4,4,3,1,2,2,5,7,3,2,3,0,0,0,0,0,1,0,0,1,1,2,2,8,1,1
2018017585,3,6,1,6,2,4,2,2,5,2,2,2,1,8,1,3,2,0,0,0,0,0,1,0,0,1,3,1,1,1,2,1
2018017586,1,1,1,3,1,6,5,1,2,1,2,2,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,5,7,1,1
2018017587,3,7,1,3,2,6,5,2,4,1,1,1,2,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,8,2,1
2018017588,4,9,2,3,2,6,6,2,3,1,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0,1,1,1,5,4,3,1
2018017589,4,9,1,2,2,6,1,4,5,98,98,2,6,2,1,4,1,0,0,0,0,0,1,0,0,1,1,2,5,6,1,2
2018017590,2,3,2,5,1,2,2,1,1,2,2,1,5,7,1,98,1,0,0,0,0,0,1,0,0,1,1,5,2,1,1,1
2018017591,3,7,2,4,2,4,1,1,5,2,2,2,5,6,2,4,3,0,0,0,0,0,1,0,0,1,1,4,3,3,3,2
2018017592,3,5,2,2,2,2,2,3,3,98,2,2,6,2,3,3,98,0,0,0,0,0,1,0,0,1,1,4,2,98,3,1
2018017593,4,8,2,2,1,6,4,2,99,99,99,1,2,4,3,2,3,0,0,0,0,0,1,0,0,99,99,1,2,9,3,1
2018017594,1,1,2,4,1,6,6,2,3,2,2,2,6,3,2,1,2,0,0,0,0,0,1,0,0,1,1,1,5,3,1,1
2018017595,3,7,1,5,1,6,5,4,2,2,2,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,4,5,7,1,99
2018017596,4,8,2,4,1,7,7,2,2,1,1,1,2,2,3,2,4,0,0,1,0,0,0,0,0,1,1,1,4,5,3,1
2018017597,4,9,2,2,2,5,5,2,5,98,98,1,3,4,2,3,98,0,0,0,0,0,1,0,0,1,1,1,2,7,2,1
2018017598,3,5,1,5,1,4,4,2,2,2,2,2,1,1,3,1,3,0,0,0,0,0,1,0,0,1,1,1,3,4,2,1
2018017599,1,1,2,2,2,7,6,2,3,98,98,2,2,4,2,2,3,0,0,0,0,0,1,0,0,1,1,1,6,7,3,1
2018017600,2,3,1,5,1,7,8,2,3,1,1,1,2,2,2,3,4,0,0,1,0,0,0,0,0,1,1,3,4,5,1,2
2018017601,4,8,1,3,2,4,3,2,3,1,1,1,6,2,2,3,98,0,0,0,0,0,1,0,0,1,1,1,5,1,2,1
2018017602,2,3,2,4,1,7,7,1,2,1,2,1,6,2,2,2,3,0,0,0,0,0,1,0,0,1,1,4,6,7,1,1
2018017603,4,9,2,3,2,4,7,2,4,1,2,2,1,2,2,1,2,0,1,0,0,0,0,0,0,3,1,1,5,6,2,1
2018017604,2,4,2,5,1,4,2,2,3,2,2,1,5,6,1,1,1,0,0,0,0,0,1,0,0,1,3,1,6,2,2,2
2018017605,4,8,2,2,2,4,4,1,3,1,98,1,1,2,2,4,3,0,0,0,0,0,1,0,0,1,1,2,3,7,1,1
2018017606,2,4,2,1,1,4,5,2,3,1,1,2,1,2,3,2,3,1,1,0,0,0,0,0,0,1,1,1,3,8,3,1
2018017607,4,8,1,6,2,7,5,1,3,2,2,2,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,6,4,1,1
2018017608,2,3,2,5,2,6,8,2,1,1,1,1,1,1,3,2,4,0,0,0,0,0,1,0,0,1,1,1,5,7,98,2
2018017609,2,4,2,3,1,4,2,1,4,1,2,2,1,2,1,4,2,1,0,0,0,0,0,0,0,1,1,2,4,1,3,2
2018017610,4,8,2,3,2,4,5,2,2,1,1,2,2,3,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,6,1,1
2018017611,3,6,2,6,2,7,5,4,5,2,2,2,6,2,2,2,4,1,0,0,0,0,0,0,0,1,1,3,6,6,1,2
2018017612,3,5,2,3,1,5,2,3,4,1,2,2,3,2,2,3,3,1,0,0,0,0,0,0,0,1,1,4,4,5,1,98
2018017613,2,4,1,5,1,6,6,2,3,1,1,1,5,2,2,1,1,0,0,1,0,0,0,0,0,1,1,1,5,4,3,1
2018017614,2,3,1,5,2,6,2,2,5,1,2,2,2,1,2,2,4,0,0,0,0,0,1,0,0,1,4,1,5,3,2,1
2018017615,1,2,1,5,1,4,2,1,5,2,1,1,6,1,2,2,1,0,0,0,0,0,1,0,0,1,1,2,3,1,1,2
2018017616,1,1,1,4,1,2,5,2,1,1,2,1,1,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,8,1,1
2018017617,1,2,1,6,1,6,5,1,1,1,1,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,2,8,2,2
2018017618,4,9,1,4,2,2,5,2,98,99,99,99,3,2,99,99,99,0,0,0,0,0,0,0,1,99,99,1,2,1,99,99
2018017619,3,7,2,3,1,4,5,2,4,1,1,2,5,2,2,2,2,0,0,0,0,0,1,0,0,1,1,1,2,2,2,1
2018017620,3,5,2,5,1,4,2,2,1,2,2,2,6,6,2,4,1,0,0,0,0,0,1,0,0,1,1,5,3,4,3,2
2018017621,2,3,2,2,1,4,1,3,1,2,2,2,3,3,1,4,2,0,0,0,0,0,1,0,0,2,1,2,2,3,3,1
2018017622,2,4,2,4,2,4,7,2,1,1,1,1,2,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,5,1,1
2018017623,3,5,2,6,1,6,3,1,1,1,1,1,1,8,3,1,3,0,0,0,0,0,1,0,0,1,1,5,5,3,2,1
2018017624,1,2,2,1,2,4,4,3,4,2,2,2,5,5,2,1,3,1,0,0,0,0,0,0,0,1,1,2,6,6,2,1
2018017625,2,4,2,2,1,2,1,1,3,2,2,2,6,1,3,2,4,0,0,0,0,0,1,0,0,1,1,2,2,8,3,2
2018017626,3,5,2,3,1,7,7,2,98,2,1,1,3,3,98,2,1,0,0,0,0,0,1,0,0,1,1,1,5,1,1,1
2018017627,3,5,1,2,1,3,1,3,1,2,2,2,6,7,1,4,2,0,0,0,0,0,1,0,0,1,2,2,2,1,2,2
2018017628,3,5,2,2,2,6,4,1,3,1,2,2,6,2,3,2,3,1,0,0,0,0,0,0,0,1,1,2,5,7,3,2
2018017629,3,6,2,3,1,7,6,2,3,1,2,1,3,3,2,2,3,0,0,0,0,0,1,0,0,1,1,1,1,5,1,1
2018017630,4,8,2,6,1,7,1,1,5,2,2,2,6,8,1,4,1,0,0,0,0,0,1,0,0,1,1,2,6,1,2,2
2018017631,3,6,2,6,1,5,4,1,1,2,2,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,4,4,9,1,1
2018017632,2,4,1,3,1,4,5,2,5,1,2,2,2,2,1,4,2,1,1,0,0,0,0,0,0,1,1,1,3,1,2,2
2018017633,3,5,2,4,1,7,8,2,2,1,1,1,1,4,3,1,3,0,0,0,0,0,1,0,0,1,1,1,6,9,1,1
2018017634,3,5,2,6,2,2,5,2,1,99,99,2,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,99,7,3,1
2018017635,4,8,1,4,1,7,6,2,1,1,1,1,1,1,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,7,1,1
2018017636,3,5,2,4,1,2,5,2,3,2,2,1,5,4,3,3,3,0,0,0,0,0,1,0,0,3,2,1,2,4,3,1
2018017637,3,5,2,2,2,5,6,2,1,1,1,1,4,1,3,1,4,0,1,0,0,0,0,0,0,1,1,1,2,10,3,1
2018017638,1,2,1,3,2,4,5,2,2,1,1,1,2,2,3,2,3,0,1,0,0,0,0,0,0,1,1,1,5,7,3,1
2018017639,4,8,2,2,2,6,5,2,4,2,2,2,6,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,5,4,3,2
2018017640,4,8,2,2,2,6,4,2,4,1,2,2,1,4,2,4,4,0,0,0,0,0,1,0,0,1,1,1,5,5,2,2
2018017641,3,5,2,2,2,4,2,3,2,2,2,2,6,3,1,4,98,0,0,0,0,0,1,0,0,1,1,2,3,1,2,2
2018017642,2,4,2,2,1,4,3,1,3,1,1,1,3,2,2,4,3,1,0,0,0,0,0,0,0,2,1,2,3,7,3,1
2018017643,2,3,1,4,1,5,4,3,1,2,2,2,6,2,1,4,1,0,0,0,0,0,1,0,0,1,1,2,4,1,2,1
2018017644,1,1,1,5,2,4,1,1,5,2,2,2,4,1,2,4,3,0,0,0,0,0,1,0,0,1,1,2,3,9,1,1
2018017645,3,5,1,3,2,4,5,2,1,1,2,2,1,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,2,7,1,1
2018017646,4,8,2,6,1,4,1,4,4,1,2,2,5,6,2,3,2,0,0,0,0,0,1,0,0,1,1,4,2,98,3,2
2018017647,2,3,2,5,1,4,6,2,4,98,98,1,1,2,3,3,2,0,0,0,0,0,0,0,1,1,1,1,3,5,3,1
2018017648,1,2,2,3,2,5,3,2,3,1,1,1,2,2,2,2,3,1,1,0,0,0,0,0,0,3,3,1,4,5,3,1
2018017649,4,8,2,2,2,2,6,2,2,2,2,1,2,4,2,4,2,0,0,0,0,0,1,0,0,1,3,1,2,2,2,1
2018017650,4,9,2,5,1,6,4,4,3,1,1,2,2,2,3,2,3,0,0,0,0,0,1,0,0,1,1,2,5,6,1,1
2018017651,2,4,2,6,1,3,5,2,2,1,2,1,1,4,3,2,4,0,1,0,0,0,0,0,0,1,1,1,2,7,3,1
2018017652,1,2,2,2,2,6,7,2,1,1,1,2,6,2,3,1,4,1,1,0,0,0,0,0,0,1,1,1,6,6,1,1
2018017653,3,7,2,4,2,2,8,2,2,1,2,1,1,2,2,3,3,0,0,0,0,0,1,0,0,1,1,1,1,9,3,1
2018017654,4,8,2,6,2,4,6,2,3,1,1,2,6,8,3,1,2,0,0,0,0,0,1,0,0,1,1,1,3,4,3,1
2018017655,3,7,1,2,1,3,5,2,98,2,2,2,1,2,98,98,98,0,0,0,0,0,1,0,0,1,1,1,2,4,98,1
2018017656,3,5,1,1,1,4,5,1,3,1,2,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,3,7,1,1
2018017657,3,5,1,4,1,4,6,2,4,1,1,1,5,2,2,2,2,0,0,0,0,0,1,0,0,1,1,1,5,5,3,1
2018017658,4,8,2,5,1,5,2,1,5,2,2,1,6,6,1,3,2,0,0,0,0,0,1,0,0,1,1,2,4,1,3,2
2018017659,1,2,2,5,1,2,3,1,5,2,1,1,5,3,2,1,98,0,0,1,0,0,0,0,0,1,1,3,2,4,2,1
2018017660,2,3,2,3,1,4,5,2,5,1,2,1,1,2,1,4,1,1,0,0,0,0,0,0,0,2,1,1,4,1,2,2
2018017661,1,1,1,4,1,6,7,2,4,1,1,1,6,2,2,1,2,0,1,0,0,0,0,0,0,1,1,1,2,1,2,1
2018017662,1,1,2,3,1,1,2,2,2,98,98,1,6,6,3,98,1,0,0,0,0,0,1,0,0,1,1,1,98,9,98,98
2018017663,4,8,2,3,1,5,4,2,1,2,2,2,6,2,1,4,1,0,0,0,0,0,1,0,0,1,1,1,4,1,2,1
2018017664,3,7,2,1,1,4,1,4,3,98,2,2,6,5,99,2,3,0,0,0,0,0,1,0,0,1,1,2,5,7,1,1
2018017665,2,3,2,3,2,4,2,4,5,2,2,2,3,7,1,4,2,0,0,0,0,0,1,0,0,1,4,4,3,2,3,2
2018017666,2,3,1,4,1,5,4,2,5,1,2,1,3,2,2,4,1,0,0,0,0,0,1,0,0,1,1,1,4,2,3,2
2018017667,4,8,2,2,2,6,6,2,3,1,2,2,5,2,2,2,3,1,0,0,0,0,0,0,0,5,1,2,3,3,2,1
2018017668,4,8,2,2,2,2,3,4,4,1,2,1,1,2,2,4,3,0,0,0,0,0,1,0,0,1,1,2,2,1,2,1
2018017669,4,8,1,3,1,6,6,2,4,1,2,1,2,2,3,1,3,1,0,0,0,0,0,0,0,1,1,1,5,6,3,1
2018017670,3,5,2,2,2,5,3,2,4,1,2,2,1,4,2,3,3,0,1,0,0,0,0,0,0,1,1,1,2,4,2,1
2018017671,4,8,2,5,1,2,6,2,1,1,1,1,5,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,6,3,1
2018017672,3,6,2,4,1,1,1,1,5,2,2,2,6,6,2,4,1,0,0,0,0,0,1,0,0,1,1,4,1,6,98,2
2018017673,3,7,1,2,2,4,4,2,2,1,2,2,1,2,3,2,3,1,0,0,0,0,0,0,0,1,4,1,1,1,1,1
2018017674,3,7,2,6,1,4,3,1,2,1,2,1,6,8,3,1,98,0,0,0,0,0,1,0,0,1,1,5,2,6,3,1
2018017675,2,3,1,3,1,6,5,1,3,1,1,2,6,2,2,2,2,0,0,0,0,0,1,0,0,1,4,2,5,6,3,1
2018017676,3,5,2,3,2,6,5,4,4,1,2,1,1,2,3,2,4,1,0,0,0,0,0,0,0,1,1,2,5,5,1,1
2018017677,3,5,1,2,1,1,2,3,5,2,2,2,3,2,1,3,3,0,0,0,0,0,1,0,0,2,5,2,1,1,2,2
2018017678,2,4,2,2,2,6,5,2,98,1,2,2,6,5,2,2,3,1,0,0,0,0,0,0,0,1,1,1,3,4,1,1
2018017679,3,6,2,5,1,4,4,2,3,1,2,1,5,7,3,1,3,0,0,0,0,0,1,0,0,1,2,1,3,5,1,1
2018017680,1,2,1,6,1,6,7,2,3,1,1,1,5,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,5,1,1
2018017681,3,6,1,4,1,4,1,4,98,2,2,1,5,6,1,4,98,0,0,0,0,0,1,0,0,1,2,4,2,1,98,2
2018017682,3,7,1,1,1,4,3,3,2,1,2,1,6,5,3,2,4,0,0,0,0,0,1,0,0,1,1,2,3,10,3,2
2018017683,2,4,2,4,1,4,1,1,3,2,2,2,5,1,3,3,3,0,0,0,0,0,1,0,0,1,5,4,3,1,3,2
2018017684,3,6,2,2,2,4,3,3,3,2,2,2,1,2,2,4,1,0,0,0,0,0,1,0,0,1,1,2,3,1,2,2
2018017685,2,3,1,6,1,7,7,2,2,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,9,2,1
2018017686,1,1,1,3,1,4,2,3,3,1,2,2,6,2,2,4,2,0,0,0,0,0,1,0,0,1,1,2,3,1,2,2
2018017687,4,8,2,2,2,4,4,2,4,1,2,2,2,5,3,3,3,1,1,0,0,0,0,0,0,1,1,1,2,1,3,2
2018017688,4,9,1,3,2,7,7,1,1,1,1,1,6,1,3,1,3,0,0,0,0,0,1,0,0,1,1,2,5,7,1,1
2018017689,4,9,2,2,2,4,1,3,1,2,2,2,5,6,1,4,1,1,0,0,0,0,0,0,0,1,1,2,3,1,2,1
2018017690,4,8,2,2,2,6,3,2,5,98,2,2,1,4,1,4,2,1,1,0,0,0,0,0,0,3,1,1,5,5,3,2
2018017691,2,3,1,6,1,2,1,2,2,2,2,2,5,8,1,4,4,0,0,0,0,0,1,0,0,1,1,1,2,1,2,1
2018017692,4,9,1,3,2,3,4,2,3,99,2,2,1,2,3,2,3,0,0,0,0,0,1,0,0,1,5,2,3,3,3,99
2018017693,3,7,2,6,1,6,4,1,2,2,2,1,6,8,3,2,3,0,0,0,0,0,1,0,0,1,1,2,5,8,2,1
2018017694,4,8,2,2,2,1,2,2,3,98,98,1,4,4,2,2,3,0,0,0,0,0,1,0,0,1,1,2,1,7,2,2
2018017695,1,1,2,4,1,4,1,3,4,98,99,2,6,6,2,98,1,0,0,0,0,0,1,0,0,1,3,2,2,1,98,99
2018017696,2,4,2,2,1,7,8,2,1,1,2,1,3,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,6,1,1
2018017697,4,8,2,2,1,4,6,2,1,1,2,1,6,4,3,2,3,0,0,0,0,0,1,0,0,1,1,1,5,9,1,1
2018017698,3,5,2,4,1,5,1,1,3,2,2,2,1,3,2,3,3,1,0,1,0,0,0,0,0,1,1,4,3,1,1,1
2018017699,3,5,2,3,1,5,4,2,4,2,2,2,6,2,3,3,3,0,0,0,0,0,1,0,0,1,2,3,4,8,3,2
2018017700,2,3,1,6,1,3,1,1,4,2,2,2,5,8,2,4,4,0,0,0,0,0,1,0,0,1,1,4,6,7,3,1
2018017701,3,7,1,2,2,2,4,2,5,1,1,1,3,5,2,1,4,0,0,0,0,0,1,0,0,5,2,1,2,10,1,1
2018017702,3,5,2,1,2,6,5,2,4,1,2,2,2,2,3,98,3,0,0,0,0,0,1,0,0,1,3,2,2,2,1,2
2018017703,3,5,2,2,2,6,5,4,3,2,2,2,6,2,3,2,3,0,0,0,0,0,1,0,0,1,1,2,6,7,1,1
2018017704,4,9,2,1,1,2,2,3,3,98,98,2,6,3,2,3,3,0,0,0,0,0,1,0,0,1,3,2,2,5,1,2
2018017705,4,9,2,5,2,2,2,2,2,2,2,2,5,3,3,3,3,0,0,0,0,0,1,0,0,1,1,1,2,6,3,1
2018017706,2,4,2,3,1,4,4,2,3,1,2,1,1,2,2,3,3,1,1,0,0,0,0,0,0,3,3,1,2,3,3,1
2018017707,2,4,2,3,2,5,5,2,3,1,2,1,3,4,3,3,2,0,0,0,0,0,1,0,0,1,1,1,5,4,3,1
2018017708,3,7,2,1,2,6,6,2,98,1,2,2,5,2,3,2,3,0,0,0,0,0,1,0,0,1,1,2,1,4,1,1
2018017709,4,9,1,2,2,4,5,1,3,98,2,1,6,1,2,2,3,0,0,0,0,0,1,0,0,1,1,2,3,4,3,2
2018017710,2,3,1,6,1,4,5,2,4,1,2,1,5,8,2,3,2,0,0,0,0,0,1,0,0,1,1,1,2,2,3,1
2018017711,3,5,1,1,1,4,1,1,5,2,2,2,6,5,2,4,3,0,0,0,0,0,1,0,0,1,1,2,6,1,3,1
2018017712,2,3,2,3,2,7,1,4,5,2,2,2,6,2,2,3,3,0,0,0,0,0,0,0,1,1,1,2,6,7,1,1
2018017713,4,9,2,3,2,4,7,2,2,1,2,1,2,4,3,2,3,0,0,0,0,0,1,0,0,1,1,1,6,8,3,1
2018017714,4,9,2,2,1,5,5,2,4,1,2,2,1,2,2,2,3,1,0,0,0,0,0,0,0,1,1,4,3,4,3,2
