NFCSID,CENSUSREG,CENSUSDIV,A3,A3Ar_w,A4A_new_w,A5_2015,A8,A7,J41_2,C1_2012,C4_2012,EA_1,A11,A9,J4,J20,J43,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G25_1,G25_4,A6,A41,J1,J3,B2
2018026299,1,1,1,6,1,7,4,1,2,1,2,2,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,4,6,9,1,1
2018026300,1,1,2,6,1,6,6,4,3,1,1,2,5,3,3,3,3,0,0,0,0,0,1,0,0,1,1,4,2,6,3,2
2018026301,2,4,1,4,1,7,8,2,2,1,1,1,3,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,3,7,1,1
2018026302,1,1,1,6,1,6,7,2,1,2,2,1,1,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,9,1,1
2018026303,3,7,1,6,1,6,4,2,2,1,1,1,5,8,3,2,3,0,0,0,0,0,1,0,0,1,1,1,3,7,1,1
2018026304,4,8,2,2,1,5,1,2,4,1,1,2,3,4,2,3,3,0,1,0,0,0,0,0,0,1,1,1,4,3,2,1
2018026305,1,1,2,5,1,6,3,3,3,2,2,2,5,7,3,1,3,0,0,1,0,0,0,0,0,1,1,5,3,8,1,1
2018026306,3,7,2,6,1,6,7,1,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,5,2,9,1,1
2018026307,3,5,2,4,1,7,8,2,4,1,1,1,1,2,3,1,4,0,0,1,0,0,0,0,0,1,1,1,6,8,1,1
2018026308,4,8,2,4,1,4,3,2,5,2,1,1,2,3,2,1,3,0,0,0,0,0,1,0,0,1,1,1,2,8,3,1
2018026309,2,4,2,5,1,4,5,1,4,1,2,2,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,4,3,7,3,1
2018026310,1,1,1,5,1,4,8,2,2,1,1,1,5,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,7,1,1
2018026311,1,1,2,6,1,6,1,1,5,2,2,2,6,8,1,4,1,1,0,0,0,0,0,0,0,1,1,4,3,1,3,1
2018026312,4,8,2,4,1,7,7,2,5,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,1,1,1,5,2,2,1
2018026313,3,5,1,5,1,6,4,2,3,1,2,1,5,2,3,2,3,1,0,0,0,0,0,0,0,1,1,1,3,6,3,1
2018026314,1,1,2,5,1,6,8,2,2,1,1,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,9,1,1
2018026315,4,8,1,5,2,5,2,2,4,2,2,2,1,6,2,4,2,0,0,0,0,0,0,0,1,1,1,1,98,6,3,2
2018026316,4,8,1,4,2,5,8,1,2,1,1,1,1,2,3,1,4,0,0,0,0,0,1,0,0,1,1,4,4,7,1,1
2018026317,1,1,1,2,1,6,6,2,1,1,1,1,1,3,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,8,1,1
2018026318,4,8,1,4,1,4,5,2,1,2,1,1,6,1,3,1,4,0,0,0,0,0,1,0,0,1,1,1,1,6,1,1
2018026319,4,8,2,4,1,6,7,2,1,1,1,1,6,3,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,9,1,1
2018026320,3,5,1,6,1,6,7,2,1,1,1,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,10,3,1
2018026321,3,5,2,6,2,7,7,2,1,1,2,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,7,3,1
2018026322,1,1,2,6,1,5,4,2,2,1,1,1,5,8,3,2,3,0,0,0,0,0,1,0,0,1,1,1,4,8,3,1
2018026323,1,1,2,6,1,2,5,2,3,1,1,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,7,1,1
2018026324,2,4,1,6,1,7,6,1,1,1,1,1,5,3,3,1,4,0,0,0,0,0,1,0,0,1,1,4,6,9,1,1
2018026325,1,1,2,6,1,2,5,1,3,1,1,1,5,8,2,2,3,0,0,0,0,0,1,0,0,1,1,5,2,8,3,1
2018026326,3,5,2,2,1,7,6,4,2,1,2,1,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,6,6,1,1
2018026327,3,7,1,5,1,4,6,2,3,2,2,1,5,1,3,2,3,0,0,0,0,0,1,0,0,1,1,1,3,4,3,2
2018026328,4,9,2,6,1,4,5,2,1,1,2,1,5,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,10,3,1
2018026329,3,7,2,5,1,6,8,2,2,1,1,1,5,2,3,1,4,0,0,1,0,0,0,0,0,1,1,1,5,7,1,1
2018026330,2,4,2,6,1,4,5,1,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,1,9,1,1
2018026331,3,5,2,6,1,5,5,1,1,1,1,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,4,2,10,3,1
2018026332,4,9,1,4,2,4,7,4,2,2,1,2,2,2,3,2,4,0,0,0,0,0,1,0,0,1,1,4,3,5,3,1
2018026333,4,8,2,6,1,4,4,1,3,1,1,1,6,8,2,2,3,0,0,0,0,0,1,0,0,1,5,2,3,3,1,1
2018026334,4,8,2,3,1,4,3,1,3,1,2,2,1,2,2,1,3,0,0,0,0,0,1,0,0,1,1,5,5,5,3,1
2018026335,3,5,2,6,1,6,6,2,2,1,1,1,5,2,3,1,2,0,0,0,0,0,1,0,0,1,1,1,5,6,1,1
2018026336,4,8,2,6,1,5,5,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,9,1,1
2018026337,1,1,2,6,1,7,5,2,99,99,99,1,6,8,3,99,4,0,0,0,0,0,1,0,0,1,1,1,5,99,99,99
2018026338,4,9,2,4,2,4,6,2,98,1,1,2,3,4,98,98,98,0,0,0,0,0,0,1,0,98,1,1,3,5,98,98
2018026339,4,8,1,6,1,7,8,2,1,1,1,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,6,10,1,1
2018026340,2,4,2,2,1,7,6,2,2,1,1,2,6,2,3,1,3,1,0,0,0,0,0,0,0,1,1,1,6,5,1,1
2018026341,1,1,2,4,1,6,5,1,2,2,1,1,5,2,2,1,3,0,0,0,0,0,1,0,0,1,1,5,5,7,3,1
2018026342,1,1,1,6,1,7,6,2,2,1,1,1,5,8,2,1,3,0,0,0,0,0,1,0,0,1,1,1,2,6,1,1
2018026343,4,9,2,5,1,4,6,2,1,1,1,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,3,9,2,1
2018026344,1,1,1,5,1,5,6,2,4,1,2,2,5,8,3,1,3,0,0,1,0,0,0,0,0,1,1,1,1,5,3,1
2018026345,3,5,2,4,1,6,6,2,1,1,1,1,5,2,3,1,4,1,0,0,0,0,0,0,0,1,1,1,2,7,1,1
2018026346,2,4,2,5,1,4,7,2,5,98,2,1,5,3,3,4,4,0,0,0,0,0,1,0,0,99,99,1,3,99,2,99
2018026347,1,1,2,3,1,7,7,2,4,1,2,1,1,2,2,3,2,1,0,0,0,0,0,0,0,1,1,4,2,3,3,1
2018026348,1,1,2,6,1,6,8,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,1,7,3,1
2018026349,4,8,2,6,2,4,2,4,4,2,2,1,5,8,2,2,3,0,0,0,0,0,1,0,0,1,1,5,2,5,3,2
2018026350,4,9,2,5,2,4,4,1,2,1,1,1,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,2,8,1,1
2018026351,1,1,2,4,1,7,8,2,3,1,2,1,5,2,2,3,3,0,0,1,0,0,0,0,0,2,1,1,3,6,1,1
2018026352,1,1,2,6,1,7,7,2,3,1,2,1,5,8,2,1,4,0,0,0,0,0,1,0,0,1,1,1,2,6,1,1
2018026353,1,1,1,5,1,6,4,2,2,1,1,1,5,8,3,1,3,0,0,1,0,0,0,0,0,1,1,1,2,7,2,1
2018026354,3,5,1,5,1,4,5,1,99,1,2,1,6,6,99,1,3,0,0,0,0,0,1,0,0,1,1,4,3,8,1,99
2018026355,3,5,1,5,1,6,7,2,1,1,1,1,6,8,2,1,3,0,0,0,0,0,1,0,0,1,1,1,2,8,3,1
2018026356,4,9,2,4,1,4,2,2,5,2,2,2,1,6,2,4,3,1,0,0,0,0,0,0,0,1,5,1,5,3,2,2
2018026357,2,4,1,6,1,7,8,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,1,1
2018026358,1,1,2,6,1,2,2,1,3,2,2,2,6,8,2,3,2,0,0,0,0,0,1,0,0,1,1,5,2,7,3,2
2018026359,1,1,2,6,1,6,8,2,1,1,2,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,8,1,1
2018026360,3,6,1,6,1,4,6,2,1,1,1,1,5,8,3,1,98,0,0,0,0,0,1,0,0,1,1,1,5,7,1,1
2018026361,3,6,1,6,1,3,5,2,2,1,2,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,9,1,1
2018026362,1,1,1,6,1,5,6,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,8,1,1
2018026363,4,8,1,5,1,4,8,2,1,1,1,1,5,2,3,1,3,0,1,0,0,0,0,0,0,1,1,1,3,8,3,1
2018026364,4,8,2,6,1,2,3,2,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,1,8,1,1
2018026365,3,7,1,6,1,6,7,2,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,8,1,1
2018026366,3,5,2,6,1,7,6,1,2,1,1,1,1,8,3,1,3,0,0,0,1,0,0,0,0,1,1,2,5,5,3,1
2018026367,3,7,1,6,1,5,5,2,2,2,1,1,5,8,3,2,4,0,0,0,0,0,1,0,0,1,1,1,3,6,3,1
2018026368,1,1,1,6,1,6,4,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,10,2,1
2018026369,4,8,2,6,1,4,2,1,3,1,1,1,5,8,2,2,3,0,0,0,0,0,1,0,0,1,1,2,1,7,1,1
2018026370,4,9,2,5,1,7,7,2,2,1,1,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,7,2,1
2018026371,3,5,2,5,2,6,8,2,1,1,2,1,6,8,3,1,4,0,1,0,0,0,0,0,0,1,1,1,1,10,3,1
2018026372,1,1,2,3,1,6,5,4,5,1,2,1,3,4,2,2,4,0,0,0,0,0,1,0,0,1,1,1,6,6,2,1
2018026373,1,1,2,6,1,6,6,2,2,2,1,1,5,8,2,1,1,0,0,0,0,0,1,0,0,1,1,1,1,6,2,1
2018026374,3,7,1,6,1,4,6,2,2,1,1,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,8,1,1
2018026375,3,5,2,6,1,5,4,1,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,5,5,9,3,1
2018026376,1,1,1,6,1,7,3,1,2,2,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,5,6,9,3,1
2018026377,1,1,1,5,1,6,8,2,1,1,1,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,4,8,1,1
2018026378,1,1,2,5,1,2,6,1,1,2,1,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,2,10,1,1
2018026379,2,4,1,3,1,6,7,2,3,1,98,1,3,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,7,3,2
2018026380,3,6,1,5,1,5,5,2,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,1,1
2018026381,1,1,1,5,1,2,1,2,4,2,2,2,2,6,2,4,3,0,0,0,0,0,1,0,0,1,1,1,2,6,3,2
2018026382,3,6,1,3,2,4,5,2,4,98,98,1,6,2,2,4,3,0,0,0,0,0,1,0,0,1,1,1,2,98,3,98
2018026383,1,1,2,6,1,6,4,1,3,1,2,1,5,8,2,1,1,0,0,0,0,0,1,0,0,1,1,5,2,7,2,2
2018026384,2,4,1,6,1,5,5,2,1,1,1,1,1,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,10,2,1
2018026385,4,8,1,3,2,4,8,2,3,1,98,1,3,2,2,2,3,0,1,0,0,0,0,0,0,1,1,1,2,4,2,1
2018026386,2,4,2,2,1,4,4,2,4,1,2,1,4,2,1,1,3,1,1,0,0,0,0,0,0,1,1,3,3,1,2,1
2018026387,3,7,2,6,1,5,7,2,4,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,2,1,1,2,8,98,1
2018026388,2,4,2,3,1,4,4,2,5,2,2,1,6,6,1,4,1,0,0,0,0,0,1,0,0,1,1,2,5,1,3,1
2018026389,1,1,2,5,1,5,5,2,1,1,1,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,3,10,1,1
2018026390,3,7,2,5,1,6,8,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,10,1,1
2018026391,2,4,2,6,1,7,4,2,1,99,98,1,5,8,3,2,3,0,0,0,0,0,1,0,0,1,1,1,98,10,98,99
2018026392,3,7,2,6,1,5,7,2,2,1,2,1,5,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,5,1,1
2018026393,4,9,1,2,2,4,6,1,5,1,1,1,6,2,1,1,4,1,0,0,0,0,0,0,0,4,4,2,3,10,2,1
2018026394,1,1,2,6,1,4,7,2,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,98,10,1,1
2018026395,1,1,1,5,1,7,6,2,1,1,1,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,8,3,1
2018026396,1,1,1,4,1,5,5,1,5,1,2,2,6,2,2,2,2,0,0,0,0,0,1,0,0,1,1,2,4,6,2,1
2018026397,3,7,1,3,1,4,7,1,4,1,1,1,1,2,1,2,3,1,0,0,0,0,0,0,0,2,5,2,3,10,1,1
2018026398,3,5,2,6,1,4,7,2,2,1,2,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,4,1,1
2018026399,2,4,2,3,1,7,1,1,3,1,2,2,6,2,3,1,3,1,0,0,0,0,0,0,0,1,1,2,2,1,2,1
2018026400,4,8,2,6,1,2,6,2,1,2,2,1,5,3,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,7,1,1
2018026401,3,6,2,6,1,2,4,1,1,2,2,1,5,8,3,2,3,0,0,0,0,0,1,0,0,1,1,5,2,9,1,1
2018026402,4,8,2,6,1,5,4,1,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,6,7,3,1
2018026403,2,4,2,5,1,7,7,2,1,1,1,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,9,1,1
2018026404,1,1,2,6,1,6,4,2,4,1,2,1,5,2,3,2,3,0,0,0,0,0,1,0,0,1,1,1,5,2,1,1
2018026405,3,6,2,3,2,4,3,4,5,1,2,1,2,2,2,4,3,1,0,0,0,0,0,0,0,1,1,4,3,7,1,1
2018026406,2,4,2,3,1,6,4,3,3,1,1,1,6,2,3,3,4,1,0,0,0,0,0,0,0,1,1,2,5,7,3,1
2018026407,3,5,2,6,1,4,6,2,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,10,1,1
2018026408,2,4,2,6,1,4,7,2,3,1,2,1,5,8,2,1,3,0,0,0,0,0,1,0,0,1,1,1,2,7,1,1
2018026409,1,1,1,2,2,6,5,4,3,1,1,2,6,2,3,1,3,1,0,0,0,0,0,0,0,1,1,2,4,7,1,1
2018026410,3,7,2,1,1,2,3,2,3,1,2,2,5,7,2,2,3,0,0,0,0,0,1,0,0,1,4,2,2,8,3,2
2018026411,1,1,2,5,1,7,6,2,3,1,2,1,2,2,3,2,4,0,0,0,0,0,1,0,0,1,1,1,6,8,1,1
2018026412,3,5,2,6,1,7,7,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,8,1,1
2018026413,4,8,1,5,1,5,5,2,1,1,1,1,1,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,4,6,1,1
2018026414,1,1,1,5,1,7,7,2,3,2,1,1,6,2,2,2,3,0,0,0,0,0,1,0,0,1,1,1,2,3,2,1
2018026415,4,8,1,5,1,5,5,3,3,1,1,1,1,3,2,1,2,0,0,1,0,0,0,0,0,1,1,1,2,4,2,1
2018026416,1,1,2,5,1,6,5,2,3,2,2,1,6,2,3,1,4,1,0,0,0,0,0,0,0,1,1,1,1,10,3,1
2018026417,4,8,1,6,1,6,1,1,4,2,2,2,5,8,2,4,1,0,0,0,0,0,1,0,0,1,1,4,5,10,3,2
2018026418,2,4,2,2,1,5,5,2,1,2,2,1,2,4,3,4,4,0,0,0,0,0,1,0,0,1,1,1,3,7,1,1
2018026419,1,1,2,3,1,4,5,2,4,2,2,2,6,2,2,4,2,1,1,0,0,0,0,0,0,1,1,2,3,4,3,2
2018026420,3,6,2,5,1,6,5,4,1,1,1,1,1,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,7,1,1
2018026421,3,7,1,6,1,4,7,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,1,10,1,1
2018026422,2,4,1,2,1,6,5,2,2,1,1,2,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,5,6,1,1
2018026423,3,5,2,4,1,6,8,2,4,1,2,1,6,2,2,98,98,0,0,0,0,0,1,0,0,1,1,1,6,98,98,1
2018026424,3,5,2,5,1,5,2,1,5,1,2,2,6,6,2,4,1,1,0,0,0,0,0,0,0,1,1,2,4,1,3,2
2018026425,1,1,2,4,1,6,4,2,1,1,2,2,2,2,1,4,1,0,0,0,0,0,1,0,0,1,1,1,2,1,2,1
2018026426,3,5,2,5,1,4,2,1,5,1,2,1,6,8,1,4,2,0,0,0,0,0,1,0,0,1,1,4,2,4,1,1
2018026427,4,9,2,3,1,7,7,2,2,1,1,1,1,2,3,1,4,1,1,0,0,0,0,0,0,1,1,4,2,6,1,1
2018026428,1,1,2,6,1,6,7,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,9,1,1
2018026429,1,1,2,5,1,6,8,2,3,1,2,1,1,4,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,7,1,1
2018026430,1,1,2,5,1,4,5,2,3,98,98,1,5,3,2,3,3,0,0,0,0,0,1,0,0,1,1,1,3,3,1,1
2018026431,2,4,2,6,1,5,5,2,1,1,1,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,9,1,1
2018026432,4,9,2,3,1,4,5,2,2,1,1,1,4,3,3,1,3,1,0,0,0,0,0,0,0,1,1,1,3,4,1,1
2018026433,2,4,2,1,1,4,2,4,3,2,2,2,6,3,3,3,3,0,0,0,0,0,1,0,0,1,1,2,5,4,3,1
2018026434,2,4,2,4,1,6,5,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,3,1
2018026435,1,1,2,6,1,2,3,2,5,1,1,2,1,8,2,2,3,0,0,0,0,0,1,0,0,1,1,5,1,2,1,1
2018026436,4,9,1,6,1,4,2,1,3,2,2,1,5,8,3,1,2,0,0,0,0,0,1,0,0,1,1,5,3,3,2,1
2018026437,3,5,2,4,1,4,5,2,2,1,98,1,2,1,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,4,1,2
2018026438,3,6,2,5,1,4,2,1,5,2,2,1,5,6,2,4,2,0,0,0,0,0,1,0,0,1,1,5,1,2,2,2
2018026439,4,9,1,2,1,5,3,4,5,2,2,2,6,5,2,3,3,1,0,0,0,0,0,0,0,1,1,2,5,3,2,1
2018026440,1,1,1,6,1,6,3,1,1,1,1,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,2,3,9,1,1
2018026441,1,1,2,6,1,4,5,1,99,98,98,1,5,8,98,98,3,0,0,0,0,0,1,0,0,1,1,5,3,8,98,1
2018026442,1,1,1,3,1,4,5,1,4,1,1,1,1,2,1,2,3,1,0,0,0,0,0,0,0,4,3,2,3,10,1,1
2018026443,1,1,2,3,1,6,4,1,4,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,4,5,2,2,1
2018026444,4,9,1,6,1,7,8,2,1,1,1,1,5,1,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,10,1,1
2018026445,2,4,1,3,1,7,6,2,2,1,1,1,2,2,3,1,3,1,1,0,0,0,0,0,0,1,1,1,4,7,1,1
2018026446,2,4,1,6,1,4,7,4,1,1,2,1,5,1,3,99,4,0,0,0,0,0,1,0,0,1,1,1,99,8,1,1
2018026447,4,9,1,6,1,7,5,1,1,1,2,1,6,1,3,1,4,0,0,0,0,0,1,0,0,1,1,1,1,10,1,1
2018026448,2,4,2,4,1,4,4,4,5,98,2,2,5,2,2,4,1,1,0,0,0,0,0,0,0,1,1,4,3,1,98,1
2018026449,3,5,2,5,1,4,2,1,4,1,2,2,6,8,1,3,1,0,0,0,0,0,1,0,0,1,1,2,3,1,3,1
2018026450,1,1,2,6,1,7,5,2,4,2,2,1,6,8,2,2,2,0,0,0,0,0,1,0,0,1,1,1,2,2,3,1
2018026451,4,9,2,4,1,6,4,2,1,1,1,1,6,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,10,1,1
2018026452,2,4,1,5,1,6,6,2,2,1,1,1,5,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,6,1,1
2018026453,1,1,1,6,1,4,3,1,5,2,99,1,5,3,3,1,4,0,0,0,0,0,1,0,0,1,1,4,5,8,1,99
2018026454,1,1,2,6,1,2,4,2,1,1,1,1,5,8,3,1,98,0,0,0,0,0,1,0,0,1,1,1,2,7,2,1
2018026455,3,6,2,5,2,6,4,4,3,1,2,1,4,8,3,2,4,1,0,0,0,0,0,0,0,1,1,4,3,8,98,2
2018026456,4,8,1,4,1,4,5,1,1,1,1,1,3,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,6,8,1,2
2018026457,3,7,2,5,1,5,4,1,1,1,1,1,5,3,3,1,3,0,0,0,0,0,1,0,0,1,1,4,5,8,3,1
2018026458,1,1,1,4,1,6,3,1,5,2,2,1,6,2,1,4,1,0,0,0,0,0,1,0,0,1,1,2,5,1,1,1
2018026459,4,8,2,5,1,2,5,2,1,2,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,8,1,1
2018026460,4,8,2,5,1,4,5,2,1,1,2,1,1,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,10,3,2
2018026461,4,8,1,3,1,6,7,2,3,1,2,1,2,2,3,2,3,0,0,0,0,0,1,0,0,1,1,1,5,7,1,1
2018026462,1,1,2,5,1,7,8,2,2,1,1,1,5,3,3,1,4,0,0,1,0,0,0,0,0,2,1,1,6,10,1,1
2018026463,3,7,2,5,1,4,5,2,2,2,2,1,5,4,3,1,3,0,0,0,0,0,1,0,0,1,1,1,3,98,98,2
2018026464,1,1,2,5,1,7,5,1,3,1,2,1,6,2,2,2,4,0,0,0,0,0,1,0,0,1,1,2,2,7,3,1
2018026465,2,4,2,4,2,7,5,1,3,1,2,1,1,2,3,1,4,1,0,0,0,0,0,0,0,1,1,5,6,2,1,1
2018026466,3,5,2,4,2,2,5,2,4,1,2,2,5,2,1,4,3,0,0,0,0,0,1,0,0,1,1,1,2,3,98,2
2018026467,4,9,1,4,1,4,8,2,2,2,2,1,3,1,3,1,4,0,1,1,0,0,0,0,0,1,1,1,6,7,1,2
2018026468,4,9,1,6,1,7,7,2,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,8,3,1
2018026469,1,1,1,5,1,6,7,2,3,1,2,1,3,2,3,2,3,0,1,0,0,0,0,0,0,1,1,1,5,6,3,2
2018026470,1,1,1,5,1,6,7,2,4,2,1,1,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,3,1,1
2018026471,3,5,2,5,1,6,6,2,1,1,1,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,9,3,1
2018026472,3,5,2,4,2,6,8,1,1,1,2,2,1,2,3,1,4,1,0,0,0,0,0,0,0,1,1,2,5,8,1,1
2018026473,4,8,2,3,2,4,5,2,3,1,2,2,5,2,3,1,4,1,0,0,0,0,0,0,0,1,1,1,3,1,1,1
2018026474,3,5,1,6,1,6,5,2,3,1,98,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,6,7,1,1
2018026475,1,1,2,4,2,7,7,4,98,1,2,1,6,2,2,1,3,1,0,0,0,0,0,0,0,1,1,2,6,1,2,1
2018026476,4,9,2,3,1,6,8,2,5,1,1,1,1,2,3,1,4,1,0,0,0,0,0,0,0,1,1,1,5,10,1,1
2018026477,1,1,1,4,1,4,3,2,5,2,2,2,2,2,1,2,3,0,0,0,0,0,1,0,0,1,2,1,4,4,2,2
2018026478,2,4,2,5,1,4,3,1,3,1,1,1,6,2,2,3,3,0,0,0,0,0,1,0,0,1,1,2,3,8,1,1
2018026479,1,1,2,2,1,6,3,1,5,2,2,2,6,2,2,4,3,1,0,0,0,0,0,0,0,1,1,2,5,3,3,1
2018026480,3,5,1,3,1,6,6,1,1,1,1,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,5,9,1,1
2018026481,3,5,2,2,1,2,5,2,2,1,2,1,3,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,7,1,1
2018026482,1,1,2,5,1,5,4,2,4,1,2,1,5,6,2,2,2,0,0,1,0,0,0,0,0,1,1,1,5,2,2,1
2018026483,4,8,2,2,1,4,4,2,4,1,2,2,6,6,2,98,2,0,0,0,0,0,1,0,0,1,5,2,2,2,1,2
2018026484,2,4,2,3,1,4,5,2,4,1,1,1,4,2,1,3,3,1,0,0,0,0,0,0,0,1,2,1,4,6,2,2
2018026485,3,5,2,5,1,6,4,1,1,1,1,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,5,10,1,1
2018026486,2,4,2,3,1,4,4,1,3,2,2,2,2,5,3,1,3,1,0,0,0,0,0,0,0,1,1,4,3,6,2,1
2018026487,3,5,2,6,1,4,3,1,5,1,1,1,5,4,3,2,3,0,0,0,0,0,1,0,0,1,1,5,2,9,3,1
2018026488,2,4,2,4,1,6,4,1,5,1,2,2,6,2,1,3,1,0,0,0,0,0,1,0,0,1,1,2,2,1,2,1
2018026489,1,1,2,5,1,4,4,2,4,2,2,1,1,3,1,4,1,0,0,0,0,0,0,1,0,1,1,3,3,1,2,2
2018026490,1,1,2,4,1,2,5,2,1,1,2,1,5,3,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,8,1,1
2018026491,3,5,2,5,1,6,7,2,1,1,1,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,9,1,1
2018026492,4,8,2,3,1,6,6,1,1,1,1,2,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,2,9,1,1
2018026493,2,4,2,4,1,5,5,2,3,2,2,1,1,4,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,10,1,2
2018026494,4,8,2,4,1,4,5,1,5,1,1,2,6,2,2,2,3,0,0,0,0,0,1,0,0,1,1,2,3,2,3,1
2018026495,4,8,2,1,1,6,1,2,5,2,2,2,6,7,3,2,4,1,0,0,0,0,0,0,0,1,1,2,6,3,1,1
2018026496,4,8,2,3,2,4,3,4,2,98,98,2,1,2,3,2,3,1,0,0,0,0,0,0,0,1,1,2,5,6,1,2
2018026497,1,1,1,6,1,6,7,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,10,1,1
2018026498,2,4,2,1,1,5,1,3,5,2,2,2,6,3,1,4,1,1,0,0,0,0,0,0,0,1,1,2,5,1,1,2
